dataset,filename,label,ada_boost_16_class,ada_boost_16_score,ada_boost_32_class,ada_boost_32_score,ada_boost_64_class,ada_boost_64_score,ada_boost_128_class,ada_boost_128_score,ada_boost_256_class,ada_boost_256_score,bayes_16_class,bayes_16_score,bayes_32_class,bayes_32_score,bayes_64_class,bayes_64_score,bayes_128_class,bayes_128_score,bayes_256_class,bayes_256_score,convnet_default_16_class,convnet_default_16_score,convnet_default_32_class,convnet_default_32_score,convnet_default_64_class,convnet_default_64_score,convnet_default_128_class,convnet_default_128_score,convnet_default_256_class,convnet_default_256_score,decision_tree_16_class,decision_tree_16_score,decision_tree_32_class,decision_tree_32_score,decision_tree_64_class,decision_tree_64_score,decision_tree_128_class,decision_tree_128_score,decision_tree_256_class,decision_tree_256_score,inception_time_default_16_class,inception_time_default_16_score,inception_time_default_32_class,inception_time_default_32_score,inception_time_default_64_class,inception_time_default_64_score,inception_time_default_128_class,inception_time_default_128_score,inception_time_default_256_class,inception_time_default_256_score,knn_16_class,knn_16_score,knn_32_class,knn_32_score,knn_64_class,knn_64_score,knn_128_class,knn_128_score,knn_256_class,knn_256_score,mlp_16_class,mlp_16_score,mlp_32_class,mlp_32_score,mlp_64_class,mlp_64_score,mlp_128_class,mlp_128_score,mlp_256_class,mlp_256_score,qda_16_class,qda_16_score,qda_32_class,qda_32_score,qda_64_class,qda_64_score,qda_128_class,qda_128_score,qda_256_class,qda_256_score,random_forest_16_class,random_forest_16_score,random_forest_32_class,random_forest_32_score,random_forest_64_class,random_forest_64_score,random_forest_128_class,random_forest_128_score,random_forest_256_class,random_forest_256_score,resnet_default_16_class,resnet_default_16_score,resnet_default_32_class,resnet_default_32_score,resnet_default_64_class,resnet_default_64_score,resnet_default_128_class,resnet_default_128_score,resnet_default_256_class,resnet_default_256_score,rocket_16_class,rocket_16_score,rocket_32_class,rocket_32_score,rocket_64_class,rocket_64_score,rocket_128_class,rocket_128_score,rocket_256_class,rocket_256_score,sit_conv_patch_16_class,sit_conv_patch_16_score,sit_conv_patch_32_class,sit_conv_patch_32_score,sit_conv_patch_64_class,sit_conv_patch_64_score,sit_conv_patch_128_class,sit_conv_patch_128_score,sit_conv_patch_256_class,sit_conv_patch_256_score,sit_linear_patch_16_class,sit_linear_patch_16_score,sit_linear_patch_32_class,sit_linear_patch_32_score,sit_linear_patch_64_class,sit_linear_patch_64_score,sit_linear_patch_128_class,sit_linear_patch_128_score,sit_linear_patch_256_class,sit_linear_patch_256_score,sit_stem_original_16_class,sit_stem_original_16_score,sit_stem_original_32_class,sit_stem_original_32_score,sit_stem_original_64_class,sit_stem_original_64_score,sit_stem_original_128_class,sit_stem_original_128_score,sit_stem_original_256_class,sit_stem_original_256_score,sit_stem_relu_16_class,sit_stem_relu_16_score,sit_stem_relu_32_class,sit_stem_relu_32_score,sit_stem_relu_64_class,sit_stem_relu_64_score,sit_stem_relu_128_class,sit_stem_relu_128_score,sit_stem_relu_256_class,sit_stem_relu_256_score,svc_linear_16_class,svc_linear_16_score,svc_linear_32_class,svc_linear_32_score,svc_linear_64_class,svc_linear_64_score,svc_linear_128_class,svc_linear_128_score,svc_linear_256_class,svc_linear_256_score,Oracle,Avg Ens,CBLOF,RobustPCA,COPOD,HBOS,LOF,PCC,Torsk,Random Black Forest (RR),AutoEncoder (AE),DenoisingAutoEncoder (DAE)
settings_five,synthetic_batch_1.out,PCC,PCC,0.3118055555555555,LOF,0.5513888888888889,LOF,0.5513888888888889,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,CBLOF,0.4090277777777777,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,LOF,0.5513888888888889,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,LOF,0.5513888888888889,LOF,0.5513888888888889,LOF,0.5513888888888889,LOF,0.5513888888888889,LOF,0.5513888888888889,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,LOF,0.5513888888888889,PCC,0.3118055555555555,COPOD,0.4965277777777778,CBLOF,0.4090277777777777,PCC,0.3118055555555555,HBOS,0.596875,PCC,0.3118055555555555,LOF,0.5513888888888889,LOF,0.5513888888888889,PCC,0.3118055555555555,LOF,0.5513888888888889,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,COPOD,0.4965277777777778,LOF,0.5513888888888889,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,PCC,0.3118055555555555,LOF,0.5513888888888889,,1.0,0.4090277777777777,0.359375,0.4965277777777778,0.596875,0.5513888888888889,0.3118055555555555,,0.4947916666666667,0.3305555555555555,0.2482638888888889
settings_five,synthetic_batch_10.out,LOF,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,CBLOF,0.425287356321839,CBLOF,0.425287356321839,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,LOF,0.764367816091954,LOF,0.764367816091954,PCC,0.2183908045977011,LOF,0.764367816091954,LOF,0.764367816091954,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,LOF,0.764367816091954,PCC,0.2183908045977011,COPOD,0.6781609195402298,CBLOF,0.425287356321839,PCC,0.2183908045977011,HBOS,0.7241379310344828,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,LOF,0.764367816091954,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,COPOD,0.6781609195402298,LOF,0.764367816091954,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,PCC,0.2183908045977011,LOF,0.764367816091954,,0.8458197611292073,0.425287356321839,0.367816091954023,0.6781609195402298,0.7241379310344828,0.764367816091954,0.2183908045977011,,0.7413793103448276,0.5402298850574713,0.3218390804597701
settings_five,synthetic_batch_100.out,LOF,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,PCC,0.0,PCC,0.0,CBLOF,0.4782608695652174,CBLOF,0.4782608695652174,CBLOF,0.4782608695652174,CBLOF,0.4782608695652174,Random Black Forest (RR),0.6086956521739131,RobustPCA,0.3478260869565217,PCC,0.0,PCC,0.0,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,RobustPCA,0.3478260869565217,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,PCC,0.0,PCC,0.0,LOF,0.6956521739130435,PCC,0.0,PCC,0.0,CBLOF,0.4782608695652174,PCC,0.0,Random Black Forest (RR),0.6086956521739131,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,CBLOF,0.4782608695652174,RobustPCA,0.3478260869565217,RobustPCA,0.3478260869565217,Torsk,,Random Black Forest (RR),0.6086956521739131,PCC,0.0,PCC,0.0,PCC,0.0,COPOD,0.6521739130434783,LOF,0.6956521739130435,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,LOF,0.6956521739130435,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,LOF,0.6956521739130435,LOF,0.6956521739130435,LOF,0.6956521739130435,PCC,0.0,PCC,0.0,,0.3515625,0.4782608695652174,0.3478260869565217,0.6521739130434783,0.5652173913043478,0.6956521739130435,0.0,,0.6086956521739131,1.0,0.3043478260869565
settings_five,synthetic_batch_101.out,DenoisingAutoEncoder (DAE),LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,PCC,1.0,PCC,1.0,PCC,1.0,CBLOF,0.7435897435897436,CBLOF,0.7435897435897436,PCC,1.0,PCC,1.0,AutoEncoder (AE),0.0,PCC,1.0,PCC,1.0,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.8974358974358975,PCC,1.0,Torsk,0.9487179487179488,CBLOF,0.7435897435897436,PCC,1.0,HBOS,0.8717948717948718,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,LOF,0.8974358974358975,PCC,1.0,PCC,1.0,RobustPCA,0.4871794871794871,AutoEncoder (AE),0.0,AutoEncoder (AE),0.0,PCC,1.0,PCC,1.0,PCC,1.0,COPOD,0.8974358974358975,LOF,0.8974358974358975,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,1.0,0.315702479338843,0.7435897435897436,0.4871794871794871,0.8974358974358975,0.8717948717948718,0.8974358974358975,1.0,0.9487179487179488,0.8717948717948718,0.0,0.9743589743589745
settings_five,synthetic_batch_103.out,AutoEncoder (AE),LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,PCC,1.0,PCC,1.0,CBLOF,0.4705882352941176,CBLOF,0.4705882352941176,CBLOF,0.4705882352941176,PCC,1.0,PCC,1.0,AutoEncoder (AE),0.0,PCC,1.0,AutoEncoder (AE),0.0,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,PCC,1.0,PCC,1.0,LOF,0.7647058823529411,PCC,1.0,Torsk,0.8823529411764706,CBLOF,0.4705882352941176,PCC,1.0,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,RobustPCA,0.1764705882352941,RobustPCA,0.1764705882352941,RobustPCA,0.1764705882352941,CBLOF,0.4705882352941176,CBLOF,0.4705882352941176,PCC,1.0,PCC,1.0,PCC,1.0,COPOD,0.8235294117647058,LOF,0.7647058823529411,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.7647058823529411,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.7647058823529411,LOF,0.7647058823529411,LOF,0.7647058823529411,PCC,1.0,PCC,1.0,1.0,0.4101123595505618,0.4705882352941176,0.1764705882352941,0.8235294117647058,0.7058823529411765,0.7647058823529411,1.0,0.8823529411764706,0.7058823529411765,0.0,0.9411764705882352
settings_five,synthetic_batch_105.out,LOF,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,PCC,0.0,PCC,0.0,CBLOF,0.0316205533596837,CBLOF,0.0316205533596837,CBLOF,0.0316205533596837,CBLOF,0.0316205533596837,Random Black Forest (RR),0.375494071146245,RobustPCA,0.375494071146245,PCC,0.0,PCC,0.0,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,RobustPCA,0.375494071146245,PCC,0.0,LOF,0.6996047430830039,PCC,0.0,PCC,0.0,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,PCC,0.0,PCC,0.0,LOF,0.6996047430830039,PCC,0.0,PCC,0.0,CBLOF,0.0316205533596837,PCC,0.0,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,CBLOF,0.0316205533596837,RobustPCA,0.375494071146245,RobustPCA,0.375494071146245,CBLOF,0.0316205533596837,Random Black Forest (RR),0.375494071146245,PCC,0.0,PCC,0.0,PCC,0.0,COPOD,0.4229249011857707,LOF,0.6996047430830039,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,LOF,0.6996047430830039,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,PCC,0.0,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,LOF,0.6996047430830039,PCC,0.0,1.0,1.0,0.0316205533596837,0.375494071146245,0.4229249011857707,0.3438735177865613,0.6996047430830039,0.0,1.0,0.375494071146245,0.0079051383399209,0.217391304347826
settings_five,synthetic_batch_107.out,PCC,PCC,0.3872549019607843,PCC,0.3872549019607843,LOF,0.6638071895424836,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,LOF,0.6638071895424836,LOF,0.6638071895424836,PCC,0.3872549019607843,LOF,0.6638071895424836,LOF,0.6638071895424836,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,LOF,0.6638071895424836,AutoEncoder (AE),0.2961601307189542,COPOD,0.6458333333333334,CBLOF,0.5996732026143791,PCC,0.3872549019607843,HBOS,0.6756535947712419,PCC,0.3872549019607843,PCC,0.3872549019607843,LOF,0.6638071895424836,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,COPOD,0.6458333333333334,LOF,0.6638071895424836,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,PCC,0.3872549019607843,0.6756535947712419,0.3369565217391304,0.5996732026143791,0.2095588235294117,0.6458333333333334,0.6756535947712419,0.6638071895424836,0.3872549019607843,0.4497549019607843,0.5351307189542484,0.2961601307189542,0.443218954248366
settings_five,synthetic_batch_108.out,LOF,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,CBLOF,0.5638297872340425,CBLOF,0.5638297872340425,CBLOF,0.5638297872340425,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,PCC,0.3404255319148936,LOF,0.7446808510638298,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,CBLOF,0.5638297872340425,PCC,0.3404255319148936,HBOS,0.7712765957446809,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,COPOD,0.7446808510638298,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,PCC,0.3404255319148936,LOF,0.7446808510638298,PCC,0.3404255319148936,PCC,0.3404255319148936,,0.3970588235294117,0.5638297872340425,0.3563829787234042,0.7446808510638298,0.7712765957446809,0.7446808510638298,0.3404255319148936,,0.723404255319149,0.3031914893617021,0.3723404255319149
settings_five,synthetic_batch_112.out,DenoisingAutoEncoder (DAE),LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,PCC,1.0,PCC,1.0,CBLOF,0.8152173913043478,CBLOF,0.8152173913043478,CBLOF,0.8152173913043478,PCC,1.0,Random Black Forest (RR),0.4166666666666667,RobustPCA,0.0760869565217391,PCC,1.0,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,RobustPCA,0.0760869565217391,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.8405797101449275,PCC,1.0,PCC,1.0,CBLOF,0.8152173913043478,PCC,1.0,HBOS,0.6666666666666666,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,CBLOF,0.8152173913043478,RobustPCA,0.0760869565217391,Random Black Forest (RR),0.4166666666666667,CBLOF,0.8152173913043478,CBLOF,0.8152173913043478,PCC,1.0,PCC,1.0,PCC,1.0,COPOD,0.8152173913043478,LOF,0.8405797101449275,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,PCC,1.0,LOF,0.8405797101449275,LOF,0.8405797101449275,LOF,0.8405797101449275,PCC,1.0,PCC,1.0,1.0,0.3216374269005848,0.8152173913043478,0.0760869565217391,0.8152173913043478,0.6666666666666666,0.8405797101449275,1.0,0.7355072463768116,0.4166666666666667,0.0,0.9782608695652174
settings_five,synthetic_batch_113.out,PCC,PCC,0.3392857142857143,LOF,0.6369047619047619,LOF,0.6369047619047619,LOF,0.6369047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,CBLOF,0.494047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,LOF,0.6369047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,LOF,0.6369047619047619,LOF,0.6369047619047619,LOF,0.6369047619047619,LOF,0.6369047619047619,LOF,0.6369047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,LOF,0.6369047619047619,PCC,0.3392857142857143,COPOD,0.5900297619047619,AutoEncoder (AE),0.3511904761904761,PCC,0.3392857142857143,HBOS,0.5967261904761905,PCC,0.3392857142857143,LOF,0.6369047619047619,LOF,0.6369047619047619,PCC,0.3392857142857143,LOF,0.6369047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,COPOD,0.5900297619047619,LOF,0.6369047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,LOF,0.6369047619047619,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,PCC,0.3392857142857143,,0.3454038997214484,0.494047619047619,0.3191964285714285,0.5900297619047619,0.5967261904761905,0.6369047619047619,0.3392857142857143,,0.5111607142857143,0.3511904761904761,0.3883928571428571
